,SpeedDependentLevelCtrlRq,1,Activate,,1,56,2,1,0,,
,PrhbitAutomaticAirSuspensionCtrl,0,No request,,0,58,2,1,0,,
,MemoryLevelRq,15,--,,F,60,4,1,0,,
71,Receive,395.0303,--,19FF8927,01FF89,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
72,Receive,395.0271,ERC1,18F00029,00F000,29,--,Extend,Data frm,08,F0 7D FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RetarderTorqueMode,0,--,,0,0,4,1,0,,
,RetarderEnableBrakeAssistSwitch,3,Not available,,3,4,2,1,0,,
,RetarderEnableShiftAssistSwitch,3,Not available,,3,6,2,1,0,,
,ActualRetarderPercentTorque,0%,--,,7D,8,8,1,-125,,
,IntendedRetarderPercentTorque,130%,--,,FF,16,8,1,-125,,
,EngCoolantLoadIncrease,3,Not available,,3,24,2,1,0,,
,RetarderRequestingBrakeLight,3,Not available/Take no action,,3,26,2,1,0,,
,RetarderRoadSpeedLimitSwitch,3,Not Available,,3,28,2,1,0,,
,RetarderRoadSpeedExceededStatus,3,Dont care/Take no action,,3,30,2,1,0,,
,SrcAddrssOfCntrllngDvcFrRtrdrCtr,255,--,,FF,32,8,1,0,,
,DrvrsDemandRetarderPercentTorque,130%,--,,FF,40,8,1,-125,,
,RetarderSelectionNonengine,102%,--,,FF,48,8,0.4,0,,
,ActlMxAvlblRetarderPercentTorque,130%,--,,FF,56,8,1,-125,,
73,Receive,395.0274,--,18FF7C00,00FF7C,00,--,Extend,Data frm,08,FF FC C3 30 3D FF FF FF ,,
74,Receive,395.0415,--,18FFB711,00FFB7,11,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
75,Receive,395.0421,--,19FF8A27,01FF8A,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
76,Receive,395.0327,--,18FFB5E6,00FFB5,E6,--,Extend,Data frm,08,00 0C FF FF FF FF FF FF ,,
77,Receive,395.0330,--,18FFBAE6,00FFBA,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
78,Receive,395.0333,--,19FF35E6,01FF35,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
79,Receive,395.0324,--,19FF8CE6,01FF8C,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
80,Receive,395.0336,--,19FF8DE6,01FF8D,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
81,Receive,395.0468,ETC7,18FE4A03,00FE4A,03,--,Extend,Data frm,08,FF FC FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TrnsCrrentRangeDisplayBlankState,3,--,,3,0,2,1,0,,
,TransServiceIndicator,3,Not available,,3,2,2,1,0,,
,TrnsRqstedRangeDisplayBlankState,3,Take no action,,3,4,2,1,0,,
,TrnsRqstedRangeDisplayFlashState,3,Take no action,,3,6,2,1,0,,
,TransReadyForBrakeRelease,0,Transmission Not Ready for Brake Release,,0,8,2,1,0,,
,ActiveShiftConsoleIndicator,3,Not available,,3,10,2,1,0,,
,TransEngCrankEnable,3,Not available,,3,12,2,1,0,,
,TransShiftInhibitIndicator,3,Take no action,,3,14,2,1,0,,
,TransMode4Indicator,3,Not available,,3,16,2,1,0,,
,TransMode3Indicator,3,Not available,,3,18,2,1,0,,
,TransMode2Indicator,3,Not available,,3,20,2,1,0,,
,TransMode1Indicator,3,Not available,,3,22,2,1,0,,
,TransRequestedGearFeedback,130,--,,FF,24,8,1,-125,,
,TransMode5Indicator,3,Take no action,,3,32,2,1,0,,
,TransMode6Indicator,3,Take no action,,3,34,2,1,0,,
,TransMode7Indicator,3,Take no action,,3,36,2,1,0,,
,TransMode8Indicator,3,Take no action,,3,38,2,1,0,,
,TrnsRverseGearShiftInhibitStatus,3,Not Available,,3,40,2,1,0,,
,TransWarningIndicator,3,Not available,,3,42,2,1,0,,
82,Receive,394.6467,HOURS,18FEE500,00FEE5,00,--,Extend,Data frm,08,78 50 00 00 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngTotalHoursOfOperation,1029.9hr,--,,5076,0,32,0.05,0,,
,EngTotalRevolutions,4294967295000r,--,,FFFFFFFF,32,32,1000,0,,
83,Receive,394.9873,ASC1,0CFE5A2F,00FE5A,2F,--,Extend,Data frm,08,11 00 00 0F DF F0 CF F0 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,NominalLevelFrontAxle,1,Normal Level 1ie the level prescribed for normal driving given by design,,1,0,4,1,0,,
,NominalLevelRearAxle,1,Normal Level 1ie the level prescribed for normal driving given by design,,1,4,4,1,0,,
,BelowNominalLevelFrontAxle,0,Not below,,0,8,2,1,0,,
,BelowNominalLevelRearAxle,0,Not below,,0,10,2,1,0,,
,AboveNominalLevelFrontAxle,0,Not above,,0,12,2,1,0,,
,AboveNominalLevelRearAxle,0,Not above,,0,14,2,1,0,,
,LoweringCtrlModeFrontAxle,0,Lowering not active,,0,16,2,1,0,,
,LoweringCtrlModeRearAxle,0,Lowering not active,,0,18,2,1,0,,
,LiftingCtrlModeFrontAxle,0,Lifting not active,,0,20,2,1,0,,
,LiftingCtrlModeRearAxle,0,Lifting not active,,0,22,2,1,0,,
,KneelingInformation,15,Not available,,F,24,4,1,0,,
,LevelCtrlMode,0,Normal operation ie the system performs a pure control of the vehicle height,,0,28,4,1,0,,
,SecurityDevice,3,Not available,,3,32,2,1,0,,
,VehicleMotionInhibit,3,Not available,,3,34,2,1,0,,
,DoorRelease,1,Doors may be opened,,1,36,2,1,0,,
,LiftAxle1Pos,3,Not available,,3,38,2,1,0,,
,FrontAxleInBumperRange,0,Actual level out of bumper range,,0,40,2,1,0,,
,RearAxleInBumperRange,0,Actual level out of bumper range,,0,42,2,1,0,,
,LiftAxle2Pos,3,Not available,,3,46,2,1,0,,
,SuspensionRemoteCtrl1,3,Not available,,3,48,2,1,0,,
,SuspensionRemoteCtrl2,3,Not available,,3,50,2,1,0,,
,AllwLevelCtrlDuringBrakingStatus,0,Deactivate,,0,52,2,1,0,,
,SpeedDependantLevelCtrlStatus,3,Dont care/take no action,,3,54,2,1,0,,
,SuspensionCtrlRefusalInformation,0,Actual request not refused,,0,56,4,1,0,,
,MemoryLevel,15,--,,F,60,4,1,0,,
84,Receive,395.0370,--,19FF7347,01FF73,47,--,Extend,Data frm,08,84 FC 85 FF FF FF FF FF ,,
85,Receive,395.0557,VW,18FEEA17,00FEEA,17,--,Extend,Data frm,08,1F 09 4E 00 00 00 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,AxleLocation,15,--,,F,0,8,1,0,,
86,Receive,395.0373,VW,18FEEA2F,00FEEA,2F,--,Extend,Data frm,08,0F 72 2A FF FA FF FA FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,AxleLocation,15,--,,F,0,8,1,0,,
87,Receive,395.0559,--,18FF9617,00FF96,17,--,Extend,Data frm,08,C7 FF FF FF FF FF FF FF ,,
88,Receive,394.8931,--,18FF90E6,00FF90,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FC FF ,,
89,Receive,395.0573,--,18FFEF03,00FFEF,03,--,Extend,Data frm,08,7F F3 37 7F F3 FF 08 F2 ,,
90,Receive,394.6526,--,19FF36E6,01FF36,E6,--,Extend,Data frm,08,3F 3F 3F 3F 3F 3F 3F 3F ,,
91,Receive,394.6576,--,19FF5247,01FF52,47,--,Extend,Data frm,08,FC FF FF CF FF FF FF FF ,,
92,Receive,394.6638,--,18FF15E6,00FF15,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
93,Receive,394.6732,--,18FFFAE6,00FFFA,E6,--,Extend,Data frm,08,3C CF FF FF FF 07 FF FF ,,
94,Receive,394.6827,--,19FF31E6,01FF31,E6,--,Extend,Data frm,08,FF F3 3F 3F 03 00 F0 E1 ,,
95,Receive,394.6893,EFL_P1,18FEEF00,00FEEF,00,--,Extend,Data frm,08,FF FF 82 2E FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngFuelDeliveryPress,1020kPa,--,,FF,0,8,4,0,,
,EngExCrankcaseBlowbyPress,12.75kPa,--,,FF,8,8,0.05,0,,
,EngOilLevel,52%,--,,82,16,8,0.4,0,,
,EngOilPress,188kPa,--,,2F,24,8,4,0,,
,EngCrankcasePress,261.9899564236224kPa,--,,FFFF,32,16,0.0078124659559567,-250,,
,EngCoolantPress,510kPa,--,,FF,48,8,2,0,,
,EngCoolantLevel,102%,--,,FF,56,8,0.4,0,,
96,Receive,394.9015,--,19FF2327,01FF23,27,--,Extend,Data frm,08,01 76 94 0C 00 FF FF FF ,,
97,Receive,394.6931,--,19FFEDE6,01FFED,E6,--,Extend,Data frm,08,FC FF FF FF FF FF FF FF ,,
98,Receive,394.9470,EEC3,18FEDF00,00FEDF,00,--,Extend,Data frm,08,81 FF FF FF 7E FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,NominalFrictionPercentTorque,4%,--,,81,0,8,1,-125,,
,EnginesDesiredOperatingSpeed,65535rpm,--,,FFFF,8,16,1,0,,
,EngnsDsrdOprtngSpdAsymmtryAdjstm,255,--,,FF,24,8,1,0,,
,EstEngPrsiticLossesPercentTorque,1%,--,,7E,32,8,1,-125,,
,Aftrtreatment1ExhaustGasMassFlow,13107kg/h per bit,--,,FFFF,40,16,0.2,0,,
,Aftertreatment1IntakeDewPoint,3,Not available,,3,56,2,1,0,,
,Aftertreatment1ExhaustDewPoint,3,Not available,,3,58,2,1,0,,
,Aftertreatment2IntakeDewPoint,3,Not available,,3,60,2,1,0,,
,Aftertreatment2ExhaustDewPoint,3,Not available,,3,62,2,1,0,,
99,Receive,394.6975,--,18FF3947,00FF39,47,--,Extend,Data frm,08,84 FC FF FF FF FF FF FF ,,
100,Receive,394.7071,--,18FF6A47,00FF6A,47,--,Extend,Data frm,08,FF 0F 1F FF FF FF FF FF ,,
101,Receive,394.9220,--,19FF2E27,01FF2E,27,--,Extend,Data frm,08,FA F7 ED FF FF FF FF FF ,,
102,Receive,393.7147,--,19FFA8E6,01FFA8,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
103,Receive,394.7173,DM1,18FECA47,00FECA,47,--,Extend,Data frm,08,C3 FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,3,Not available,,3,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,0,Lamp off,,0,4,2,1,0,,
,MalfunctionIndicatorLampStatus,3,Not available,,3,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,4294967295,--,,FFFFFFFF,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
104,Receive,394.9223,XBR,0C040BE6,000400,E6,0B,Extend,Data frm,08,71 CD CA 00 FF FF FF 5E ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ExtlAccelerationDemand,52577.313m/s�,--,,CD71,0,16,1,-15.687,,
,XBREBIMode,2,Endurance Brake Integration allowed,,2,16,2,1,0,,
,XBRPriority,2,Medium priority used for ACCSystems This mode does not override brake protection measures of the brake,,2,18,2,1,0,,
,XBRCtrlMode,0,Override disabled Disable any existing control commanded by the source of this command,,0,20,2,1,0,,
,XBRUrgency,0%,--,,0,24,8,1,0,,
,XBRMessageCounter,0,--,,0,56,4,1,0,,
,XBRMessageChecksum,6,--,,6,60,4,1,0,,
105,Receive,394.7273,--,18FF7A00,00FF7A,00,--,Extend,Data frm,08,F4 0E FF 2A E0 03 FF FF ,,
106,Receive,394.7376,DD,18FEFC47,00FEFC,47,--,Extend,Data frm,08,FF F0 FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,WasherFluidLevel,102%,--,,FF,0,8,0.4,0,,
,FuelLevel1,96%,--,,F0,8,8,0.4,0,,
,EngFuelFilterDiffPress,510kPa,--,,FF,16,8,2,0,,
,EngOilFilterDiffPress,127.5kPa,--,,FF,24,8,0.5,0,,
,CargoAmbientTemp,1774.96875deg C,--,,FFFF,32,16,0.03125,-273,,
,FuelLevel2,102%,--,,FF,48,8,0.4,0,,
107,Receive,394.7471,IC1,18FEF600,00FEF6,00,--,Extend,Data frm,08,FF 00 FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngDslPrtculateFilterIntakePress,127.5kPa,--,,FF,0,8,0.5,0,,
,EngIntakeManifold1Press,0kPa,--,,0,8,8,2,0,,
,EngIntakeManifold1Temp,215deg C,--,,FF,16,8,1,-40,,
,EngAirIntakePress,510kPa,--,,FF,24,8,2,0,,
,EngAirFilter1DiffPress,12.75kPa,--,,FF,32,8,0.05,0,,
,EngExhaustGasTemp,1774.96875deg C,--,,FFFF,40,16,0.03125,-273,,
,EngCoolantFilterDiffPress,127.5kPa,--,,FF,56,8,0.5,0,,
108,Receive,394.3575,--,0CFFC630,00FFC6,30,--,Extend,Data frm,08,00 00 00 00 F9 00 00 FF ,,
109,Receive,394.3578,AIR1,18FEAE30,00FEAE,30,--,Extend,Data frm,08,81 66 81 81 FF FF FC 63 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,PneumaticSupplyPress,1080kPa,--,,87,0,8,8,0,,
,ParkingAnd_orTrailerAirPress,816kPa,--,,66,8,8,8,0,,
,ServiceBrakeCircuit1AirPress,1080kPa,--,,87,16,8,8,0,,
,ServiceBrakeCircuit2AirPress,1080kPa,--,,87,24,8,8,0,,
,AuxEquipmentSupplyPress,2040kPa,--,,FF,32,8,8,0,,
,AirSuspensionSupplyPress,2040kPa,--,,FF,40,8,8,0,,
,AirCompressorStatus,0,Compressor not active,,0,48,2,1,0,,
110,Receive,394.3678,--,18FFB930,00FFB9,30,--,Extend,Data frm,08,27 07 20 6A 00 9C 00 FF ,,
111,Receive,394.8471,--,19FF4600,01FF46,00,--,Extend,Data frm,08,00 00 00 00 FF FF FF FF ,,
112,Receive,394.8890,LFC,18FEE900,00FEE9,00,--,Extend,Data frm,08,FF FF FF FF 99 5C 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngTripFuel,2147483647.5L,--,,FFFFFFFF,0,32,0.5,0,,
,EngTotalFuelUsed,11852.5L,--,,5C99,32,32,0.5,0,,
113,Receive,394.9305,EAC1,18F00627,00F006,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Location,260.1,--,,FF,0,8,1.02,0,,
,DiffLockStateFrontAxle1,3,Not available,,3,8,2,1,0,,
,DiffLockStateFrontAxle2,3,Not available,,3,10,2,1,0,,
,DiffLockStateRearAxle1,3,Not available,,3,12,2,1,0,,
,DiffLockStateRearAxle2,3,Not available,,3,14,2,1,0,,
,DiffLockStateCentral,3,Not available,,3,16,2,1,0,,
,DiffLockStateCentralFront,3,Not available,,3,18,2,1,0,,
,DiffLockStateCentralRear,3,Not available,,3,20,2,1,0,,
,FrontAxleGroupEngagementStatus,3,not available,,3,24,2,1,0,,
,RearAxleGroupEngagementStatus,3,not available,,3,26,2,1,0,,
114,Receive,394.9409,--,18FF2D27,00FF2D,27,--,Extend,Data frm,08,F0 FF FF FF FF FF FF FF ,,
115,Receive,394.9499,AMB,18FEF527,00FEF5,27,--,Extend,Data frm,08,CA FF FF 36 26 FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BarometricPress,101kPa,--,,CA,0,8,0.5,0,,
,CabInteriorTemp,1774.96875deg C,--,,FFFF,8,16,0.03125,-273,,
,AmbientAirTemp,32.59375deg C,--,,2633,24,16,0.03125,-273,,
,EngAirIntakeTemp,215deg C,--,,FF,40,8,1,-40,,
,RoadSurfaceTemp,1774.96875deg C,--,,FFFF,48,16,0.03125,-273,,
116,Receive,394.9615,DM1,18FECA27,00FECA,27,--,Extend,Data frm,08,C3 FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,3,Not available,,3,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,0,Lamp off,,0,4,2,1,0,,
,MalfunctionIndicatorLampStatus,3,Not available,,3,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,4294967295,--,,FFFFFFFF,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
117,Receive,394.9710,--,1CFF0627,00FF06,27,--,Extend,Data frm,08,FF 21 03 3E 34 46 FF 15 ,,
118,Receive,394.9812,--,1CFF0727,00FF07,27,--,Extend,Data frm,08,00 0F 00 FF FF FF FF FF ,,
119,Receive,394.9918,--,1CFF1327,00FF13,27,--,Extend,Data frm,08,00 00 00 00 FF FF 15 FF ,,
120,Receive,395.0011,--,19FF3C27,01FF3C,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
121,Receive,395.0107,--,18FF6B27,00FF6B,27,--,Extend,Data frm,08,FC FF FF 0F 78 4E 00 00 ,,
122,Receive,395.0068,--,18FF7B00,00FF7B,00,--,Extend,Data frm,08,00 00 FB FB FF 00 FC FF ,,
123,Receive,395.0216,VDHR,18FEC1EE,00FEC1,EE,--,Extend,Data frm,08,E0 FA B3 00 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,HghRsolutionTotalVehicleDistance,58975.8397899257km,--,,B3FAE0,0,32,0.0049999999821898,0,,
,HighResolutionTripDistance,21474836.39850577km,--,,FFFFFFFF,32,32,0.0049999999821898,0,,
124,Receive,395.0300,--,18FF4327,00FF43,27,--,Extend,Data frm,08,02 EF ED FF FF FF FF FF ,,
125,Receive,395.0409,--,18FFAE27,00FFAE,27,--,Extend,Data frm,08,00 58 02 FF FF FC FF FF ,,
126,Receive,395.0562,--,19FF9C17,01FF9C,17,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
127,Receive,395.0501,--,19FF8727,01FF87,27,--,Extend,Data frm,08,FF FF C0 F0 F8 FF FF FF ,,
128,Receive,395.0471,DM1,18FECA00,00FECA,00,--,Extend,Data frm,08,C3 FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,3,Not available,,3,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,0,Lamp off,,0,4,2,1,0,,
,MalfunctionIndicatorLampStatus,3,Not available,,3,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,4294967295,--,,FFFFFFFF,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
129,Receive,394.1195,--,19FF3F4A,01FF3F,4A,--,Extend,Data frm,08,FC FF FF FF FF FF FF FF ,,
130,Receive,394.1470,ET1,18FEEE00,00FEEE,00,--,Extend,Data frm,08,78 FF 70 2D FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngCoolantTemp,80deg C,--,,78,0,8,1,-40,,
,EngFuelTemp1,215deg C,--,,FF,8,8,1,-40,,
,EngOilTemp1,89.28125deg C,--,,2D49,16,16,0.03125,-273,,
,EngTurboOilTemp,1774.96875deg C,--,,FFFF,32,16,0.03125,-273,,
,EngIntercoolerTemp,215deg C,--,,FF,48,8,1,-40,,
,EngIntercoolerThermostatOpening,102%,--,,FF,56,8,0.4,0,,
131,Receive,394.1579,--,18FFB647,00FFB6,47,--,Extend,Data frm,08,FF F0 FF 00 3C 00 FF FF ,,
132,Receive,394.1573,DM1,18FECA2F,00FECA,2F,--,Extend,Data frm,08,00 FF 00 00 00 00 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,0,Lamp off,,0,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,0,Lamp off,,0,4,2,1,0,,
,MalfunctionIndicatorLampStatus,0,Lamp off,,0,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,0,--,,0,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
133,Receive,394.2884,DM1,18FECA0B,00FECA,0B,--,Extend,Data frm,08,F3 FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,3,Not available,,3,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,3,Not available,,3,4,2,1,0,,
,MalfunctionIndicatorLampStatus,3,Not available,,3,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,4294967295,--,,FFFFFFFF,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
134,Receive,394.2967,RGE23,18FE5EC8,00FE5E,C8,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TyreWheelIdentification1,15,Wheel position 15,,F,0,4,1,0,,
,TyreWheelIdentification2,15,Axle position 15,,F,4,4,1,0,,
,TyreTemperature,1774.96875캜,--,,FFFF,8,16,0.03125,-273,,
,AirLeakageDetection,6553.5Pa/s,--,,FFFF,24,16,0.1,0,,
,TyrePressThresholdDetect,7,Not available,,7,40,3,1,0,,
,TyreModulePowerSupply,3,--,,3,43,2,1,0,,
135,Receive,394.3067,RGE23,18FE5EC0,00FE5E,C0,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TyreWheelIdentification1,15,Wheel position 15,,F,0,4,1,0,,
,TyreWheelIdentification2,15,Axle position 15,,F,4,4,1,0,,
,TyreTemperature,1774.96875캜,--,,FFFF,8,16,0.03125,-273,,
,AirLeakageDetection,6553.5Pa/s,--,,FFFF,24,16,0.1,0,,
,TyrePressThresholdDetect,7,Not available,,7,40,3,1,0,,
,TyreModulePowerSupply,3,--,,3,43,2,1,0,,
136,Receive,394.3070,RGE23,18FE5EB8,00FE5E,B8,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TyreWheelIdentification1,15,Wheel position 15,,F,0,4,1,0,,
,TyreWheelIdentification2,15,Axle position 15,,F,4,4,1,0,,
,TyreTemperature,1774.96875캜,--,,FFFF,8,16,0.03125,-273,,
,AirLeakageDetection,6553.5Pa/s,--,,FFFF,24,16,0.1,0,,
,TyrePressThresholdDetect,7,Not available,,7,40,3,1,0,,
,TyreModulePowerSupply,3,--,,3,43,2,1,0,,
137,Receive,394.3073,RGE23,18FE5EB0,00FE5E,B0,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TyreWheelIdentification1,15,Wheel position 15,,F,0,4,1,0,,
,TyreWheelIdentification2,15,Axle position 15,,F,4,4,1,0,,
,TyreTemperature,1774.96875캜,--,,FFFF,8,16,0.03125,-273,,
,AirLeakageDetection,6553.5Pa/s,--,,FFFF,24,16,0.1,0,,
,TyrePressThresholdDetect,7,Not available,,7,40,3,1,0,,
,TyreModulePowerSupply,3,--,,3,43,2,1,0,,
138,Receive,394.3076,RGE23,18FE5EA8,00FE5E,A8,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TyreWheelIdentification1,15,Wheel position 15,,F,0,4,1,0,,
,TyreWheelIdentification2,15,Axle position 15,,F,4,4,1,0,,
,TyreTemperature,1774.96875캜,--,,FFFF,8,16,0.03125,-273,,
,AirLeakageDetection,6553.5Pa/s,--,,FFFF,24,16,0.1,0,,
,TyrePressThresholdDetect,7,Not available,,7,40,3,1,0,,
,TyreModulePowerSupply,3,--,,3,43,2,1,0,,
139,Receive,394.3470,HRLFC,18FD0900,00FD09,00,--,Extend,Data frm,08,FF FF FF FF 7C DC B4 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,HighResolutionEngTripFuel,4294967.295L,--,,FFFFFFFF,0,32,0.001,0,,
,HighResolutionEngTotalFuelUsed,11852.576L,--,,B4DB20,32,32,0.001,0,,
140,Receive,394.3667,--,19FF854A,01FF85,4A,--,Extend,Data frm,08,F2 15 FF FF FF FF FF BF ,,
141,Receive,394.7428,--,19FF92E6,01FF92,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
142,Receive,394.4768,ERC2,1CFEC210,00FEC2,10,--,Extend,Data frm,08,FC FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
