Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,604.8628,ETC1,0CF00203,00F002,03,--,Extend,Data frm,08,CC 00 00 02 FC 9D 10 FF ,,
,PercentTorqueAtPoint3,-82%,--,,2B,80,8,1,-125,,
,RetarderSpeedAtPoint4,1400rpm,--,,2BC0,88,16,0.125,0,,
,PercentTorqueAtPoint4,-102%,--,,17,104,8,1,-125,,
,RetarderSpeedAtPeakTorquePoint5,1900rpm,--,,3B60,112,16,0.125,0,,
,ReferenceRetarderTorque,1009Nm,--,,3F1,128,16,1,0,,
,PercentTorqueAtPeakTorquePoint5,130%,--,,FF,144,8,1,-125,,
48,Receive,0.0000,--,18FF8B00,00FF8B,00,--,Extend,Data frm,21,7E 7C 7F 88 7D 7C 80 81 82 81 85 83 00 60 3E 00 00 0C 7B BB FF ,,
49,Receive,603.5834,TPCM,18ECFF29,00EC00,29,FF,Extend,Data frm,08,20 13 00 03 FF E1 FE 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ControlByte,32,BAM,,20,0,8,1,0,,
,PGNumber,65249,--,,FEE1,40,24,1,0,,
50,Receive,0.0000,RC,18FEE129,00FEE1,29,--,Extend,Data frm,19,14 01 FF FF FF FF FF FF FF FF FF FF FF FF FF FF E8 03 FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RetarderType,4,Exhaust,,4,0,4,1,0,,
,RetarderLocation,1,Primary Engine Exhaust Brake Exhaust pressure,,1,4,4,1,0,,
,RetarderCtrlMethod,1steps,--,,1,8,8,1,0,,
,RetarderSpeedAtIdlePoint1,8191.875rpm,--,,FFFF,16,16,0.125,0,,
,PercentTorqueAtIdlePoint1,130%,--,,FF,32,8,1,-125,,
,MaxRetarderSpeedPoint2,8191.875rpm,--,,FFFF,40,16,0.125,0,,
,PercentTorqueAtMaxSpeedPoint2,130%,--,,FF,56,8,1,-125,,
,RetarderSpeedAtPoint3,8191.875rpm,--,,FFFF,64,16,0.125,0,,
,PercentTorqueAtPoint3,130%,--,,FF,80,8,1,-125,,
,RetarderSpeedAtPoint4,8191.875rpm,--,,FFFF,88,16,0.125,0,,
,PercentTorqueAtPoint4,130%,--,,FF,104,8,1,-125,,
,RetarderSpeedAtPeakTorquePoint5,8191.875rpm,--,,FFFF,112,16,0.125,0,,
,ReferenceRetarderTorque,1000Nm,--,,3E8,128,16,1,0,,
,PercentTorqueAtPeakTorquePoint5,130%,--,,FF,144,8,1,-125,,
