Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,698.6763,TSC1,0C000027,000000,27,00,Extend,Data frm,08,FC FF FF FF FF FF FF FF ,,
,DslPrtcltFltrActvRgnrtnInhbtdDTS,3,--,,3,36,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTS,3,--,,3,38,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTT,3,not available,,3,40,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhb_0000,3,notAvailable,,3,42,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTE,3,notAvailable,,3,44,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTV,3,notAvailable,Speed,3,46,2,1,0,,
,DslPrtcltFltrAtmtcActvRgnrtnIntt,3,not available,,3,48,2,1,0,,
,ExhaustSystemHighTempLampCmd,7,not available,,7,50,3,1,0,,
,DslPrtcltFltrActvRgnrtnFrcdSttus,7,not available,,7,53,3,1,0,,
32,Receive,698.1215,CRI1,18FD9B00,00FD9B,00,--,Extend,Data frm,08,43 82 FE FF FF F3 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Aftrtrtmnt1SCRCtlystReagentTemp2,26deg C,--,,42,0,8,1,-40,,
,Aftrtrtmnt1SCRCtlystRgntCncntrtn,32.25%,--,,81,8,8,0.25,0,,
,Aftrtrtmnt1SCRCtlystRgntCndctvty,1270microSiemens/mm,--,,FE,16,8,5,0,,
,Aftrtrtmnt1SCRCtlystRgntTmp2Prlm,31,--,,1F,24,5,1,0,,
,Aftrtrtmnt1SCRCtlystRgntPrprtsPr,31,--,,1F,32,5,1,0,,
,Aftrtrtmnt1SCRCtalystReagentType,3,Catalyst reagent is proper mixture,,3,40,4,1,0,,
33,Receive,698.6206,A1DOC,18FD2000,00FD20,00,--,Extend,Data frm,08,26 33 FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Aftrtrtmnt1DslOxdtnCtlystIntkGsT,31.375deg C,--,,260C,0,16,0.03125,-273,,
,Aftrtrtmnt1DslOxdtnCtlystOtltGsT,1774.96875deg C,--,,FFFF,16,16,0.03125,-273,,
,Aftrtrtmnt1DslOxdtnCtlystDffPrss,6553.5kPa,--,,FFFF,32,16,0.1,0,,
,Aftrtrtmnt1DslOxdtnCtlystIntkGsT,31,--,,1F,48,5,1,0,,
,Aftrtrtmnt1DslOxdtnCtlystOtltGsT,31,--,,1F,53,5,1,0,,
,Aftrtrtmnt1DslOxdtnCtlystDffPrss,31,--,,1F,58,5,1,0,,
34,Receive,698.6211,A1SCREGT,14FD3E00,00FD3E,00,--,Extend,Data frm,08,24 2B 00 71 2C 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Aftrtrtmnt1SCRCtlystIntkeGasTemp,33.25deg C,--,,2648,0,16,0.03125,-273,,
,Aftrtrtmnt1SCRCtlystIntkGsTmpPrl,0,--,,0,16,5,1,0,,
,Aftrtrtmnt1SCRCtlystOtletGasTemp,31.4375deg C,--,,260E,24,16,0.03125,-273,,
,Aftrtrtmnt1SCRCtlystOtltGsTmpPrl,0,--,,0,40,5,1,0,,
35,Receive,698.1233,AMB,18FEF500,00FEF5,00,--,Extend,Data frm,08,C6 FF FF C6 25 48 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BarometricPress,99kPa,--,,C6,0,8,0.5,0,,
,CabInteriorTemp,1774.96875deg C,--,,FFFF,8,16,0.03125,-273,,
,AmbientAirTemp,29.1875deg C,--,,25C6,24,16,0.03125,-273,,
,EngAirIntakeTemp,30deg C,--,,46,40,8,1,-40,,
,RoadSurfaceTemp,1774.96875deg C,--,,FFFF,48,16,0.03125,-273,,
36,Receive,698.6217,AT1IG2,18FDB400,00FDB4,00,--,Extend,Data frm,08,FF FF 60 31 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Aftertreatment1ExhaustGasTemp1,1774.96875deg C,--,,FFFF,0,16,0.03125,-273,,
,Aftrtrtmnt1DslPrtcltFltrIntkGsTm,35.59375deg C,--,,2693,16,16,0.03125,-273,,
,Aftrtrtmnt1ExhstGsTmp1PrlmnryFMI,31,--,,1F,32,5,1,0,,
,Aftrtrtmnt1DslPrtcltFltrIntkGsTm,31,--,,1F,40,5,1,0,,
37,Receive,698.6223,AT1IMG,18FDB200,00FDB2,00,--,Extend,Data frm,08,FF FF FF FF 02 00 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Aftertreatment1ExhaustGasTemp2,1774.96875deg C,--,,FFFF,0,16,0.03125,-273,,
,Aftrtrtmnt1DslPrtcltFltrIntrmdtG,1774.96875deg C,--,,FFFF,16,16,0.03125,-273,,
,Aftrtrtmnt1DslPrtcltFltrDffPress,0kPa,--,,0,32,16,0.1,0,,
,Aftrtrtmnt1ExhstGsTmp2PrlmnryFMI,31,--,,1F,48,5,1,0,,
,Aftrtrtmnt1DslPrtcltFltrDltPrssP,31,--,,1F,53,5,1,0,,
,Aftrtrtmnt1DslPrtcltFltrIntrmdtG,31,--,,1F,58,5,1,0,,
38,Receive,698.6229,EFL_P1,18FEEF00,00FEEF,00,--,Extend,Data frm,08,FF FF FF 5C FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngFuelDeliveryPress,1020kPa,--,,FF,0,8,4,0,,
,EngExCrankcaseBlowbyPress,12.75kPa,--,,FF,8,8,0.05,0,,
,EngOilLevel,102%,--,,FF,16,8,0.4,0,,
,EngOilPress,96kPa,--,,18,24,8,4,0,,
,EngCrankcasePress,261.9899564236224kPa,--,,FFFF,32,16,0.0078124659559567,-250,,
,EngCoolantPress,510kPa,--,,FF,48,8,2,0,,
,EngCoolantLevel,102%,--,,FF,56,8,0.4,0,,
39,Receive,698.1267,ET1,18FEEE00,00FEEE,00,--,Extend,Data frm,08,5C 48 40 28 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngCoolantTemp,28deg C,--,,44,0,8,1,-40,,
,EngFuelTemp1,28deg C,--,,44,8,8,1,-40,,
,EngOilTemp1,30.59375deg C,--,,25F3,16,16,0.03125,-273,,
,EngTurboOilTemp,1774.96875deg C,--,,FFFF,32,16,0.03125,-273,,
,EngIntercoolerTemp,215deg C,--,,FF,48,8,1,-40,,
,EngIntercoolerThermostatOpening,102%,--,,FF,56,8,0.4,0,,
40,Receive,698.1273,FD,18FEBD00,00FEBD,00,--,Extend,Data frm,08,00 F1 FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EstPercentFanSpeed,0%,--,,0,0,8,1,0,,
,FanDriveState,1,Engine systemGeneral,,1,8,4,1,0,,
,FanSpeed,8191.875rpm,--,,FFFF,16,16,0.125,0,,
,HydFanMotorPress,32767.5kPa,--,,FFFF,32,16,0.5,0,,
,FanDriveBypassCmdStatus,255%,--,,FF,48,8,1,0,,
41,Receive,698.1279,HRLFC,18FD0900,00FD09,00,--,Extend,Data frm,08,E5 F2 91 04 E5 F2 91 04 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,HighResolutionEngTripFuel,76673.518L,--,,491F1EE,0,32,0.001,0,,
,HighResolutionEngTotalFuelUsed,76673.518L,--,,491F1EE,32,32,0.001,0,,
42,Receive,698.1313,AT1T1I,18FE5600,00FE56,00,--,Extend,Data frm,08,B3 42 FF FF 1F 1F FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Aftrtrtment1SCRCatalystTankLevel,71.60000000000001%,--,,B3,0,8,0.4,0,,
,Aftrtratment1SCRCatalystTankTemp,26deg C,--,,42,8,8,1,-40,,
,Aftrtrtmnt1SCRCatalystTankLevel2,6553.5mm,--,,FFFF,16,16,0.1,0,,
,Aftrtrtmnt1SCRCtlystTnkLvlPrlmnr,31,--,,1F,32,5,1,0,,
,Aftrtrtmnt1DEFTnkLwLvelIndicator,0,Off,,0,37,3,1,0,,
,Aftrtrtmnt1SCRCtlystRgntTnk1TmpP,31,--,,1F,40,5,1,0,,
,AftrtrtmntSCROprtrIndcmntSverity,0,No Inducement Active,,0,45,3,1,0,,
,Aftrtrtmnt1SCRCtalystTankHeater,102%,--,,FF,48,8,0.4,0,,
,Aftrtrtmnt1SCRCtlystRgntTnk1HtrP,31,--,,1F,56,5,1,0,,
43,Receive,698.1324,VEP1,18FEF700,00FEF7,00,--,Extend,Data frm,08,FF FF FF FF 36 02 36 02 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,NetBatteryCurrent,130A,--,,FF,0,8,1,-125,,
,AltCurrent,255A,--,,FF,8,8,1,0,,
,ChargingSystemPotential,3276.75V,--,,FFFF,16,16,0.05,0,,
,BatteryPotential_PowerInput1,25.35V,--,,1FB,32,16,0.05,0,,
,KeyswitchBatteryPotential,25.35V,--,,1FB,48,16,0.05,0,,
44,Receive,698.1336,WFI,18FEFF00,00FEFF,00,--,Extend,Data frm,08,FC C0 FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,WaterInFuelIndicator,0,No,,0,0,2,1,0,,
45,Receive,698.1483,DM1,18FECA00,00FECA,00,--,Extend,Data frm,08,C3 FF 00 00 00 00 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,3,Not available,,3,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,0,Lamp off,,0,4,2,1,0,,
,MalfunctionIndicatorLampStatus,3,Not available,,3,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,0,--,,0,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
46,Receive,698.3276,TPCM,18ECFF00,00EC00,00,FF,Extend,Data frm,08,20 1C 00 04 FF E3 FE 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ControlByte,32,BAM,,20,0,8,1,0,,
,PGNumber,65251,--,,FEE3,40,24,1,0,,
47,Receive,698.2022,VDHR,18FEC1EE,00FEC1,EE,--,Extend,Data frm,08,C5 C6 7E 03 C5 C6 7E 03 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,HghRsolutionTotalVehicleDistance,293200.3439556086km,--,,37EC6C5,0,32,0.0049999999821898,0,,
,HighResolutionTripDistance,293200.3439556086km,--,,37EC6C5,32,32,0.0049999999821898,0,,
48,Receive,698.1955,AMB,18FEF527,00FEF5,27,--,Extend,Data frm,08,FF FF FF 63 26 FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BarometricPress,127.5kPa,--,,FF,0,8,0.5,0,,
,CabInteriorTemp,1774.96875deg C,--,,FFFF,8,16,0.03125,-273,,
,AmbientAirTemp,33.6875deg C,--,,2656,24,16,0.03125,-273,,
,EngAirIntakeTemp,215deg C,--,,FF,40,8,1,-40,,
,RoadSurfaceTemp,1774.96875deg C,--,,FFFF,48,16,0.03125,-273,,
49,Receive,698.2200,SHUTDN,18FEE400,00FEE4,00,--,Extend,Data frm,08,CF FF FF FC FC FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngIdleShutdownHasShutdownEng,3,Not available,,3,0,2,1,0,,
,EngIdleShutdownDriverAlertMode,3,Not available,,3,2,2,1,0,,
,EngIdleShutdownTimerOverride,0,Inactive,,0,4,2,1,0,,
,EngIdleShutdownTimerState,3,Not available,,3,6,2,1,0,,
,EngIdleShutdownTimerFunction,3,Not available,,3,14,2,1,0,,
,A_CHighPressFanSwitch,3,Not available,,3,16,2,1,0,,
,RefrigerantLowPressSwitch,3,Not available,,3,18,2,1,0,,
,RefrigerantHighPressSwitch,3,Not available,,3,20,2,1,0,,
,EngWaitToStartLamp,0,Off,,0,24,2,1,0,,
,EngPrtectionSystemHasShutdownEng,0,No,,0,32,2,1,0,,
,EngPrtctnSystmApprachingShutdown,3,Not available,,3,34,2,1,0,,
,EngProtectionSystemTimerOverride,3,Not available,,3,36,2,1,0,,
,EngProtectionSystemTimerState,3,Not available,,3,38,2,1,0,,
,EngProtectionSystemConfig,3,Not available,,3,46,2,1,0,,
,EngAlarmAcknowledge,3,Not Available,,3,48,2,1,0,,
,EngAlarmOutputCmdStatus,3,Not Available,,3,50,2,1,0,,
,EngAirShutoffCmdStatus,3,Not Available,,3,52,2,1,0,,
,EngOverspeedTest,3,Not Available,,3,54,2,1,0,,
,EngAirShutoffStatus,3,Not Available,,3,56,2,1,0,,
,PTOShutdownHasShutdownEng,3,Not available,,3,58,2,1,0,,
50,Receive,698.2490,TD,18FEE6EE,00FEE6,EE,--,Extend,Data frm,08,3C 31 03 04 2D 28 9C 83 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Seconds,34s,--,,88,0,8,0.25,0,,
,Minutes,39mins,--,,27,8,8,1,0,,
,Hours,3hr,--,,3,16,8,1,0,,
,Month,4months,--,,4,24,8,1,0,,
,Day,11.25days,--,,2D,32,8,0.25,0,,
,Year,2025years,--,,28,40,8,1,1985,,
,LocalMinuteOffset,31mins,--,,9C,48,8,1,-125,,
,LocalHourOffset,6hr,--,,83,56,8,1,-125,,
51,Receive,698.2080,LFC,18FEE900,00FEE9,00,--,Extend,Data frm,08,07 57 02 00 07 57 02 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngTripFuel,76675.5L,--,,25707,0,32,0.5,0,,
,EngTotalFuelUsed,76675.5L,--,,25707,32,32,0.5,0,,
52,Receive,698.2182,ERC1,18F00021,00F000,21,--,Extend,Data frm,08,DF FF FF FF FF FF 00 FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RetarderTorqueMode,15,--,,F,0,4,1,0,,
,RetarderEnableBrakeAssistSwitch,1,Retarder brake assist enabled,,1,4,2,1,0,,
,RetarderEnableShiftAssistSwitch,3,Not available,,3,6,2,1,0,,
,ActualRetarderPercentTorque,130%,--,,FF,8,8,1,-125,,
,IntendedRetarderPercentTorque,130%,--,,FF,16,8,1,-125,,
,EngCoolantLoadIncrease,3,Not available,,3,24,2,1,0,,
,RetarderRequestingBrakeLight,3,Not available/Take no action,,3,26,2,1,0,,
,RetarderRoadSpeedLimitSwitch,3,Not Available,,3,28,2,1,0,,
,RetarderRoadSpeedExceededStatus,3,Dont care/Take no action,,3,30,2,1,0,,
,SrcAddrssOfCntrllngDvcFrRtrdrCtr,255,--,,FF,32,8,1,0,,
,DrvrsDemandRetarderPercentTorque,130%,--,,FF,40,8,1,-125,,
,RetarderSelectionNonengine,0%,--,,0,48,8,0.4,0,,
,ActlMxAvlblRetarderPercentTorque,130%,--,,FF,56,8,1,-125,,
53,Receive,698.3083,DD,18FEFC27,00FEFC,27,--,Extend,Data frm,08,FF FA FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,WasherFluidLevel,102%,--,,FF,0,8,0.4,0,,
,FuelLevel1,100%,--,,FA,8,8,0.4,0,,
,EngFuelFilterDiffPress,510kPa,--,,FF,16,8,2,0,,
,EngOilFilterDiffPress,127.5kPa,--,,FF,24,8,0.5,0,,
,CargoAmbientTemp,1774.96875deg C,--,,FFFF,32,16,0.03125,-273,,
,FuelLevel2,102%,--,,FF,48,8,0.4,0,,
54,Receive,0.0000,EC1,18FEE300,00FEE3,00,--,Extend,Data frm,28,50 14 AC 20 4E CF 40 1F CD 10 27 DB 10 3B DB 98 58 4B 01 B5 04 98 58 14 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngSpeedAtIdlePoint1,650rpm,--,,1450,0,16,0.125,0,,
,EngPercentTorqueAtIdlePoint1,47%,--,,AC,16,8,1,-125,,
,EngSpeedAtPoint2,2500rpm,--,,4E20,24,16,0.125,0,,
,EngPercentTorqueAtPoint2,82%,--,,CF,40,8,1,-125,,
,EngSpeedAtPoint3,1000rpm,--,,1F40,48,16,0.125,0,,
,EngPercentTorqueAtPoint3,80%,--,,CD,64,8,1,-125,,
,EngSpeedAtPoint4,1250rpm,--,,2710,72,16,0.125,0,,
,EngPercentTorqueAtPoint4,94%,--,,DB,88,8,1,-125,,
,EngSpeedAtPoint5,1890rpm,--,,3B10,96,16,0.125,0,,
,EngPercentTorqueAtPoint5,94%,--,,DB,112,8,1,-125,,
,EngSpeedAtHighIdlePoint6,2700rpm,--,,5460,120,16,0.125,0,,
,EngGain,0.2585977744922573%/rpm,--,,14B,136,16,0.00078126215858688,0,,
,EngReferenceTorque,1205Nm,--,,4B5,152,16,1,0,,
,EngMxMmentaryOverrideSpeedPoint7,2835rpm,--,,5898,168,16,0.125,0,,
,EngMaxMomentaryOverrideTimeLimit,2s,--,,14,184,8,0.1,0,,
,EngRqstdSpeedCtrlRangeLowerLimit,2550rpm,--,,FF,192,8,10,0,,
,EngRqstdSpeedCtrlRangeUpperLimit,2550rpm,--,,FF,200,8,10,0,,
,EngRqstdTrqueCtrlRangeLowerLimit,130%,--,,FF,208,8,1,-125,,
,EngRqstdTrqueCtrlRangeUpperLimit,130%,--,,FF,216,8,1,-125,,
,EngExRngRqstdSpdCtrlRngUpprLimit,0rpm,--,,0,224,16,0.125,0,,
,EngMomentOfInertia,0kg-m^2,--,,0,240,16,1,0,,
,EngDefaultTorqueLimit,0Nm,--,,0,256,16,1,0,,
,SupportVariableRateTSC1Message,0,--,,0,272,8,1,0,,
,SupportTSC1CtrlPurposeGroup1,0,--,,0,280,8,1,0,,
,SupportTSC1CtrlPurposeGroup2,0,--,,0,288,8,1,0,,
,SupportTSC1CtrlPurposeGroup3,0,--,,0,296,8,1,0,,
,SupportTSC1CtrlPurposeGroup4,0,--,,0,304,8,1,0,,
